id,uf_id,favorite_cart_id,order_id,unit_price_stamp,date_for_order,product_id,quantity,ts_ordered,name,provider_id,arrived,revised,shop_quantity
231957,4,,1061,2.75,2018-04-05,1,1,"2018-04-01 11:47:12",Bròcoli,2,1,0,
232355,6,,1061,2.75,2018-04-05,1,1,"2018-04-01 17:23:00",Bròcoli,2,1,0,
231810,8,,1061,2.75,2018-04-05,1,1,"2018-04-01 10:20:10",Bròcoli,2,1,0,
232185,10,,1061,2.75,2018-04-05,1,0,"2018-04-01 14:47:51",Bròcoli,2,1,0,
231981,20,,1061,2.75,2018-04-05,1,1,"2018-04-01 12:16:33",Bròcoli,2,1,0,
231982,20,,1061,1.54,2018-04-05,4,1,"2018-04-01 12:16:33",Bleda,2,1,0,
231654,15,,1061,1.54,2018-04-05,4,1,"2018-04-01 07:26:03",Bleda,2,1,0,
232186,10,,1061,1.54,2018-04-05,4,1,"2018-04-01 14:47:51",Bleda,2,1,0,
232354,6,,1061,1.54,2018-04-05,6,1,"2018-04-01 17:23:00","Carbassa cacahuet",2,1,0,
231980,20,,1061,1.54,2018-04-05,6,1,"2018-04-01 12:16:33","Carbassa cacahuet",2,1,0,
231652,15,,1061,2.39,2018-04-05,8,0.5,"2018-04-01 07:26:03",Carxofa,2,1,0,
232184,10,,1061,2.39,2018-04-05,8,1,"2018-04-01 14:47:51",Carxofa,2,1,0,
231453,21,,1061,2.39,2018-04-05,8,2,"2018-03-29 15:15:29",Carxofa,2,1,0,
231823,8,,1061,2.39,2018-04-05,8,2,"2018-04-01 10:20:10",Carxofa,2,1,0,
231978,20,,1061,2.39,2018-04-05,8,1,"2018-04-01 12:16:33",Carxofa,2,1,0,
232430,7,,1061,2.39,2018-04-05,8,2,"2018-04-01 20:39:01",Carxofa,2,1,0,
232183,10,,1061,1.79,2018-04-05,10,0,"2018-04-01 14:47:51",Col,2,1,0,
232462,11,,1061,1.79,2018-04-05,10,1,"2018-04-01 22:28:26",Col,2,1,0,
231451,21,,1061,1.79,2018-04-05,10,1,"2018-03-29 15:15:29",Col,2,1,0,
232353,6,,1061,2.11,2018-04-05,12,1,"2018-04-01 17:23:00","Col lombarda",2,1,0,
231809,8,,1061,1.14,2018-04-05,13,1,"2018-04-01 10:20:10","Enciam negre de Vilafranca",2,1,0,
232352,6,,1061,1.14,2018-04-05,13,1,"2018-04-01 17:23:00","Enciam negre de Vilafranca",2,1,0,
232180,10,,1061,1.14,2018-04-05,13,1,"2018-04-01 14:47:51","Enciam negre de Vilafranca",2,1,0,
232181,10,,1061,1.54,2018-04-05,14,1,"2018-04-01 14:47:51",Escarola,2,1,0,
231820,8,,1061,1.54,2018-04-05,14,0,"2018-04-01 10:20:10",Escarola,2,1,0,
231450,21,,1061,1.54,2018-04-05,14,1,"2018-03-29 15:15:29",Escarola,2,1,0,
231976,20,,1061,4.04,2018-04-05,15,0.4,"2018-04-01 12:16:33",Espinac,2,1,0,
232461,11,,1061,4.04,2018-04-05,15,0.5,"2018-04-01 22:28:26",Espinac,2,1,0,
232351,6,,1061,4.04,2018-04-05,15,0.5,"2018-04-01 17:23:00",Espinac,2,1,0,
232179,10,,1061,4.04,2018-04-05,15,0,"2018-04-01 14:47:51",Espinac,2,1,0,
231819,8,,1061,4.04,2018-04-05,15,1,"2018-04-01 10:20:10",Espinac,2,1,0,
231651,15,,1061,2.64,2018-04-05,17,1,"2018-04-01 07:26:03","Herbes pel caldo",2,1,0,
