id,uf_id,favorite_cart_id,order_id,unit_price_stamp,date_for_order,product_id,quantity,ts_ordered,name,provider_id,arrived,revised,shop_quantity
72185,8,,294,10.34,2014-09-18,385,1,"2014-09-01 22:24:00","lot carn vedella 5 kg. (per estofar i rodó tot picat) ",13,1,0,
